"coordinate_x","coordinate_y"
-1,-0.0925324675324676
-0.9689537410742,-0.136688311688312
-0.959950325985719,-0.0727272727272728
-0.955914312325365,-0.0461038961038961
-0.951257373486495,-0.0753246753246753
-0.948152747593915,-0.14025974025974
-0.947842285004657,-0.131493506493506
-0.947221359826141,-0.0788961038961039
-0.947221359826141,-0.062012987012987
-0.946600434647625,-0.0373376623376623
-0.946289972058367,-0.0227272727272727
-0.944116733933561,-0.0766233766233766
-0.940080720273207,-0.0561688311688312
-0.932940080720273,-0.125324675324675
-0.932629618131015,-0.144480519480519
-0.932008692952499,-0.0337662337662338
-0.930456380006209,-0.0954545454545455
-0.930456380006209,-0.0938311688311688
-0.926109903756597,-0.0798701298701299
-0.924557590810307,-0.0918831168831169
-0.923315740453275,-0.0814935064935065
-0.921452964917727,-0.0678571428571428
-0.918969264203663,-0.0581168831168831
-0.9164855634896,-0.0198051948051948
-0.915243713132567,0.35974025974026
-0.914622787954051,-0.112662337662338
-0.911207699472214,-0.0525974025974026
-0.91027631170444,-0.077922077922078
-0.909965849115182,-0.0399350649350649
-0.90717168581186,-0.0801948051948052
-0.906550760633344,0.317857142857143
-0.905308910276312,-0.139935064935065
-0.905308910276312,-0.0801948051948052
-0.904998447687054,0.292532467532467
-0.902825209562248,0.377597402597402
-0.901583359205216,-0.0983766233766233
-0.899720583669668,-0.0977272727272728
-0.899720583669668,-0.0532467532467532
-0.895063644830798,-0.0211038961038961
-0.89320086929525,-0.0886363636363636
-0.89320086929525,-0.0464285714285714
-0.892890406705992,-0.0461038961038961
-0.892579944116734,-0.0149350649350649
-0.892269481527476,0.359415584415584
-0.890717168581186,0.254545454545455
-0.889475318224154,-0.0892857142857143
-0.888233467867122,-0.141883116883117
-0.886060229742316,-0.107792207792208
-0.885749767153058,-0.0587662337662338
-0.8854393045638,-0.0957792207792207
-0.87923005277864,-0.132142857142857
-0.87923005277864,-0.0844155844155844
-0.878609127600124,-0.104545454545454
-0.877988202421608,0.320454545454546
-0.87767773983235,-0.0535714285714286
-0.87767773983235,0.216883116883117
-0.877367277243092,-0.0944805194805195
-0.877367277243092,0.191883116883117
-0.877056814653834,0.290584415584416
-0.876435889475318,0.306493506493507
-0.875504501707544,-0.174350649350649
-0.875504501707544,-0.0717532467532468
-0.875504501707544,-0.0103896103896104
-0.87457311393977,-0.0308441558441559
-0.87457311393977,0.238961038961039
-0.87457311393977,0.37987012987013
-0.872399875814964,0.307142857142857
-0.87146848804719,0.17012987012987
-0.871158025457932,-0.0204545454545455
-0.870537100279416,-0.0967532467532467
-0.867432474386836,0.143181818181818
-0.866501086619062,-0.0711038961038961
-0.866190624029804,-0.15487012987013
-0.865880161440546,0.354220779220779
-0.864948773672772,-0.0808441558441558
-0.864948773672772,-0.0305194805194805
-0.864948773672772,0.250974025974026
-0.864638311083514,-0.0461038961038961
-0.862775535547966,-0.0243506493506493
-0.862775535547966,0.30487012987013
-0.862465072958708,-0.0240259740259741
-0.861844147780192,-0.074025974025974
-0.861533685190935,-0.0568181818181818
-0.860912760012418,0.34025974025974
-0.86060229742316,0.233441558441558
-0.860291834833902,0.332142857142857
-0.859360447066129,-0.0331168831168831
-0.85904998447687,-0.0733766233766234
-0.858739521887613,-0.0392857142857143
-0.857808134119839,0.153571428571428
-0.85749767153058,0.226298701298701
-0.857187208941323,0.301623376623377
-0.856876746352065,0.372402597402597
-0.855945358584291,0.187987012987013
-0.855634895995033,-0.0594155844155844
-0.855324433405775,-0.074025974025974
-0.855324433405775,0.0772727272727274
-0.855013970816517,-0.0175324675324675
-0.854393045638001,-0.0340909090909091
-0.852840732691711,-0.05
-0.852530270102453,0.322402597402597
-0.852530270102453,0.349675324675325
-0.851909344923937,-0.000649350649350677
-0.850046569388389,-0.0321428571428571
-0.850046569388389,0.227922077922078
-0.850046569388389,0.236688311688312
-0.848804719031357,-0.0967532467532467
-0.848494256442099,-0.0698051948051948
-0.847562868674325,-0.075974025974026
-0.846321018317293,0.175
-0.846010555728035,-0.0172077922077922
-0.845389630549519,0.288636363636364
-0.844768705371003,0.22987012987013
-0.844458242781745,0.238961038961039
-0.842905929835455,-0.0626623376623376
-0.842905929835455,0.253896103896104
-0.842285004656939,0.251298701298701
-0.841974542067681,0.138311688311688
-0.841974542067681,0.151298701298701
-0.840422229121391,0.186363636363636
-0.840111766532133,0.0762987012987013
-0.840111766532133,0.15
-0.840111766532133,0.305194805194805
-0.839801303942875,0.157792207792208
-0.839801303942875,0.273376623376623
-0.839801303942875,0.296753246753247
-0.839490841353617,-0.137337662337662
-0.839490841353617,0.0844155844155845
-0.839490841353617,0.106818181818182
-0.838559453585843,0.222402597402597
-0.838248990996585,0.160064935064935
-0.837938528407327,0.0568181818181819
-0.837317603228811,0.258766233766234
-0.837007140639553,-0.228571428571429
-0.837007140639553,0.187987012987013
-0.837007140639553,0.203571428571429
-0.836696678050295,0.356818181818182
-0.835454827693263,-0.0818181818181818
-0.834833902514747,-0.139285714285714
-0.834523439925489,0.311038961038961
-0.834212977336231,0.247727272727273
-0.834212977336231,0.297727272727273
-0.834212977336231,0.348376623376623
-0.833902514746973,-0.0376623376623376
-0.833902514746973,0.136688311688312
-0.833592052157715,-0.0782467532467532
-0.833592052157715,0.283441558441558
-0.832971126979199,-0.0672077922077922
-0.832039739211425,0.174350649350649
-0.831729276622167,-0.0373376623376623
-0.831418814032909,0.0116883116883117
-0.831418814032909,0.307142857142857
-0.831108351443651,-0.105844155844156
-0.830176963675877,-0.162662337662338
-0.830176963675877,-0.0980519480519481
-0.829866501086619,-0.0847402597402598
-0.829866501086619,0.324675324675325
-0.829556038497361,-0.0974025974025974
-0.829245575908103,0.313311688311688
-0.828935113318845,-0.0837662337662338
-0.828935113318845,-0.0772727272727273
-0.828003725551071,0.312012987012987
-0.827693262961813,-0.210064935064935
-0.827382800372555,-0.0714285714285714
-0.827382800372555,0.0201298701298702
-0.827382800372555,0.238961038961039
-0.826451412604781,0.246103896103896
-0.826140950015523,-0.00454545454545452
-0.825830487426265,0.242532467532468
-0.825830487426265,0.32012987012987
-0.824899099658491,0.203896103896104
-0.824899099658491,0.312662337662338
-0.824278174479975,0.320779220779221
-0.823657249301459,0.217532467532467
-0.822725861533685,0.0308441558441559
-0.822415398944427,0.0402597402597402
-0.822415398944427,0.325974025974026
-0.822104936355169,0.156168831168831
-0.821794473765911,-0.193506493506494
-0.821794473765911,0.176623376623377
-0.821484011176653,0.247402597402597
-0.820552623408879,0.106818181818182
-0.820242160819621,0.245454545454545
-0.819931698230363,0.317207792207792
-0.819310773051847,0.16948051948052
-0.819000310462589,0.0155844155844156
-0.818068922694815,-0.000649350649350677
-0.817758460105557,-0.0727272727272728
-0.817758460105557,0.07012987012987
-0.817758460105557,0.269480519480519
-0.816206147159267,0.322077922077922
-0.815895684570009,0.18961038961039
-0.815585221980751,0.162662337662338
-0.815274759391493,0.00909090909090904
-0.815274759391493,0.166558441558442
-0.815274759391493,0.213311688311688
-0.814653834212977,0.221103896103896
-0.814343371623719,-0.220454545454545
-0.814343371623719,0.0847402597402598
-0.814032909034461,-0.151948051948052
-0.814032909034461,-0.0581168831168831
-0.814032909034461,0.206818181818182
-0.813411983855945,-0.246103896103896
-0.813411983855945,-0.212662337662338
-0.813101521266687,-0.0493506493506494
-0.813101521266687,-0.049025974025974
-0.812791058677429,-0.150324675324675
-0.812480596088171,0.174350649350649
-0.812170133498913,0.208766233766234
-0.812170133498913,0.386038961038961
-0.811859670909655,0.229545454545454
-0.811238745731139,0.253896103896104
-0.811238745731139,0.25551948051948
-0.810928283141881,0.174675324675325
-0.810928283141881,0.255194805194805
-0.810617820552623,0.141233766233766
-0.810617820552623,0.167532467532467
-0.810617820552623,0.267857142857143
-0.810307357963365,-0.173376623376623
-0.809996895374107,-0.0915584415584415
-0.808444582427817,-0.146753246753247
-0.808444582427817,0.0558441558441558
-0.808134119838559,0.104545454545454
-0.807823657249301,-0.0305194805194805
-0.807823657249301,0.224025974025974
-0.807823657249301,0.328571428571429
-0.807513194660043,0.0704545454545455
-0.807513194660043,0.256818181818182
-0.807202732070786,0.277922077922078
-0.806892269481527,0.00876623376623376
-0.806581806892269,0.231168831168831
-0.806581806892269,0.243831168831169
-0.805960881713753,-0.194480519480519
-0.805960881713753,-0.0308441558441559
-0.805960881713753,0.162987012987013
-0.805339956535237,0.154220779220779
-0.804719031356722,0.224350649350649
-0.803787643588947,-0.0431818181818182
-0.80347718099969,-0.216233766233766
-0.80347718099969,-0.0545454545454546
-0.80347718099969,-0.0428571428571428
-0.80347718099969,0.223701298701299
-0.803166718410432,-0.0558441558441558
-0.802856255821174,0.100324675324675
-0.802545793231916,0.194805194805195
-0.802235330642658,0.00681818181818183
-0.8019248680534,-0.159090909090909
-0.8019248680534,0.242532467532468
-0.801614405464142,-0.0659090909090909
-0.800993480285626,0.36948051948052
-0.800683017696368,0.16038961038961
-0.80037255510711,0.051948051948052
-0.80037255510711,0.279545454545455
-0.80037255510711,0.307467532467532
-0.799751629928594,0.272077922077922
-0.799441167339336,-0.0662337662337662
-0.799441167339336,-0.0178571428571429
-0.799441167339336,0.160714285714286
-0.799130704750078,0.299350649350649
-0.798509779571562,0.194480519480519
-0.798199316982304,-0.060064935064935
-0.798199316982304,0.00162337662337664
-0.798199316982304,0.00909090909090904
-0.797888854393046,-0.0801948051948052
-0.797888854393046,0.252597402597402
-0.797888854393046,0.352272727272727
-0.797578391803788,-0.272402597402597
-0.797578391803788,0.24025974025974
-0.79726792921453,-0.0616883116883117
-0.79726792921453,0.163636363636364
-0.796957466625272,-0.143831168831169
-0.796647004036014,0.150649350649351
-0.796336541446756,-0.037987012987013
-0.796336541446756,0.21525974025974
-0.796026078857498,0.249350649350649
-0.79571561626824,-0.222402597402597
-0.795405153678982,-0.249350649350649
-0.795405153678982,0.333441558441558
-0.795405153678982,0.391558441558442
-0.794784228500466,0.168181818181818
-0.794473765911208,-0.121428571428571
-0.794473765911208,0.0142857142857142
-0.794473765911208,0.312012987012987
-0.79416330332195,-0.191883116883117
-0.79416330332195,0.151948051948052
-0.79416330332195,0.155519480519481
-0.793852840732692,-0.0243506493506493
-0.793542378143434,0.162337662337662
-0.792921452964918,-0.19025974025974
-0.792921452964918,-0.0298701298701298
-0.792921452964918,-0.00324675324675328
-0.792921452964918,0.176298701298701
-0.79261099037566,-0.0301948051948052
-0.79261099037566,0.157142857142857
-0.79261099037566,0.240909090909091
-0.792300527786402,0.0801948051948052
-0.792300527786402,0.227597402597403
-0.792300527786402,0.248051948051948
-0.791990065197144,-0.0165584415584416
-0.791679602607886,0.346103896103896
-0.791369140018628,-0.207142857142857
-0.791369140018628,0.20974025974026
-0.791369140018628,0.376623376623377
-0.79105867742937,-0.173051948051948
-0.79105867742937,-0.0415584415584416
-0.79105867742937,0.266883116883117
-0.79105867742937,0.267532467532468
-0.790748214840112,-0.0227272727272727
-0.790748214840112,-0.000649350649350677
-0.790748214840112,0.00714285714285712
-0.789816827072338,-0.175
-0.78950636448308,0.417857142857143
-0.789195901893822,-0.0892857142857143
-0.789195901893822,0.295779220779221
-0.788885439304564,0.0857142857142856
-0.788574976715306,0.0996753246753246
-0.788264514126048,-0.21948051948052
-0.788264514126048,0.339935064935065
-0.78795405153679,-0.200974025974026
-0.78795405153679,0.0785714285714285
-0.787643588947532,0.126298701298701
-0.787643588947532,0.332467532467532
-0.787333126358274,-0.153571428571429
-0.786712201179758,-0.149675324675325
-0.786712201179758,0.221753246753247
-0.786712201179758,0.316883116883117
-0.7864017385905,-0.00584415584415587
-0.786091276001242,0.25551948051948
-0.785780813411984,-0.151623376623377
-0.78484942564421,-0.0318181818181819
-0.784538963054952,-0.177272727272727
-0.784538963054952,-0.00714285714285712
-0.784228500465694,-0.151948051948052
-0.784228500465694,0.197402597402597
-0.784228500465694,0.348051948051948
-0.784228500465694,0.351623376623377
-0.783918037876436,0.0272727272727273
-0.783918037876436,0.194155844155844
-0.783607575287178,0.252597402597402
-0.78329711269792,-0.138311688311688
-0.78329711269792,-0.0305194805194805
-0.78329711269792,0.0970779220779221
-0.782986650108662,-0.188636363636364
-0.782676187519404,-0.0548701298701298
-0.782676187519404,0.346428571428572
-0.782055262340888,-0.258116883116883
-0.782055262340888,-0.167532467532468
-0.782055262340888,0.00487012987012991
-0.78174479975163,-0.106493506493507
-0.78174479975163,-0.0126623376623377
-0.78174479975163,0.291883116883117
-0.781123874573114,-0.0564935064935065
-0.781123874573114,0.0214285714285714
-0.781123874573114,0.317207792207792
-0.780502949394598,0.0613636363636363
-0.78019248680534,0.0159090909090909
-0.78019248680534,0.129220779220779
-0.78019248680534,0.179545454545454
-0.78019248680534,0.209415584415584
-0.77864017385905,0.0733766233766233
-0.777708786091276,0.13961038961039
-0.777708786091276,0.161688311688312
-0.777398323502018,-0.275324675324675
-0.777398323502018,-0.158766233766234
-0.77708786091276,0.0905844155844155
-0.776777398323502,-0.0733766233766234
-0.776777398323502,0.400974025974026
-0.776777398323502,0.424350649350649
-0.776466935734244,-0.116883116883117
-0.776156473144986,0.0422077922077921
-0.775846010555728,-0.254545454545455
-0.77553554796647,-0.23538961038961
-0.77553554796647,-0.0321428571428571
-0.77553554796647,0.242207792207792
-0.775225085377212,0.0620129870129871
-0.774914622787954,-0.184415584415584
-0.774604160198696,0.00422077922077913
-0.774293697609438,0.0438311688311688
-0.774293697609438,0.396428571428571
-0.77398323502018,0.00324675324675328
-0.77398323502018,0.00551948051948048
-0.773362309841664,-0.29025974025974
-0.773362309841664,-0.203896103896104
-0.773362309841664,-0.0564935064935065
-0.772741384663148,-0.232467532467532
-0.772741384663148,0.237662337662338
-0.772741384663148,0.384415584415584
-0.771809996895374,-0.154220779220779
-0.771809996895374,0.322727272727273
-0.771499534306116,0.151948051948052
-0.771499534306116,0.209415584415584
-0.771189071716858,0.213311688311688
-0.7708786091276,-0.247402597402597
-0.770568146538342,-0.184415584415584
-0.770568146538342,-0.165584415584416
-0.770568146538342,-0.0217532467532467
-0.770568146538342,0.354545454545454
-0.770257683949084,-0.0237012987012987
-0.770257683949084,-0.0107142857142857
-0.770257683949084,0.0717532467532467
-0.769636758770568,-0.164935064935065
-0.76932629618131,-0.233766233766234
-0.76932629618131,-0.124025974025974
-0.769015833592052,0.135714285714286
-0.768394908413536,-0.222727272727273
-0.768394908413536,-0.213961038961039
-0.768084445824278,-0.268506493506493
-0.768084445824278,0.133441558441558
-0.76777398323502,0.221428571428572
-0.767463520645762,-0.12012987012987
-0.767463520645762,-0.012987012987013
-0.767153058056504,0.286363636363636
-0.766532132877988,-0.128896103896104
-0.766532132877988,-0.0051948051948052
-0.766532132877988,0.246428571428571
-0.766532132877988,0.353246753246753
-0.766532132877988,0.368831168831169
-0.76622167028873,0.0412337662337663
-0.76622167028873,0.0788961038961038
-0.765911207699472,0.0769480519480519
-0.765600745110214,-0.0181818181818182
-0.765600745110214,0.147077922077922
-0.765290282520956,-0.035064935064935
-0.764979819931698,-0.16525974025974
-0.764979819931698,0.349350649350649
-0.764979819931698,0.41525974025974
-0.76466935734244,0.0561688311688311
-0.76466935734244,0.342857142857143
-0.764358894753182,0.252922077922078
-0.764048432163924,-0.0185064935064935
-0.763737969574666,0.0561688311688311
-0.763737969574666,0.0698051948051948
-0.763427506985408,0.121103896103896
-0.76311704439615,-0.0811688311688312
-0.76311704439615,0.121428571428571
-0.76311704439615,0.317857142857143
-0.762806581806892,0.230844155844156
-0.762496119217634,-0.137337662337662
-0.762496119217634,0.242532467532468
-0.762185656628376,0.206493506493507
-0.761875194039118,0.241558441558442
-0.761254268860602,0.22987012987013
-0.761254268860602,0.249675324675325
-0.760943806271344,-0.161363636363636
-0.760943806271344,-0.142857142857143
-0.760943806271344,0.250324675324675
-0.76001241850357,0.0327922077922078
-0.759701955914312,-0.086038961038961
-0.759701955914312,-0.0136363636363637
-0.759701955914312,0.127922077922078
-0.759701955914312,0.225649350649351
-0.759391493325054,0.0948051948051949
-0.759391493325054,0.395454545454546
-0.758770568146538,-0.0392857142857143
-0.758770568146538,-0.00714285714285712
-0.758770568146538,0.304545454545454
-0.758149642968022,-0.207792207792208
-0.758149642968022,-0.0126623376623377
-0.757839180378764,0.317207792207792
-0.757218255200248,-0.228571428571429
-0.75690779261099,-0.228246753246753
-0.75690779261099,0.127597402597402
-0.756597330021732,-0.0136363636363637
-0.755976404843216,0.278246753246753
-0.7553554796647,0.0626623376623376
-0.755045017075442,0.0405844155844155
-0.755045017075442,0.122402597402597
-0.754734554486184,-0.356493506493507
-0.754734554486184,-0.205844155844156
-0.754734554486184,-0.130844155844156
-0.754734554486184,0.0646103896103896
-0.754734554486184,0.233116883116883
-0.754734554486184,0.38474025974026
-0.754424091896926,-0.0366883116883117
-0.754424091896926,0.205194805194805
-0.754113629307668,-0.0366883116883117
-0.75380316671841,0.253896103896104
-0.753492704129152,0.0168831168831169
-0.753182241539894,0.288311688311688
-0.752871778950637,-0.0746753246753247
-0.752871778950637,-0.0454545454545454
-0.752871778950637,-0.0308441558441559
-0.752871778950637,0.194480519480519
-0.752561316361378,0.355194805194805
-0.751319466004347,0.237337662337662
-0.751009003415088,-0.389285714285714
-0.75069854082583,-0.332467532467532
-0.75069854082583,-0.100649350649351
-0.75069854082583,-0.0685064935064935
-0.750388078236572,0.126623376623377
-0.750077615647315,-0.22987012987013
-0.749767153058057,0.392532467532468
-0.749456690468798,0.276623376623377
-0.748214840111767,-0.228246753246753
-0.748214840111767,-0.222402597402597
-0.748214840111767,-0.154545454545455
-0.748214840111767,-0.154220779220779
-0.748214840111767,-0.0675324675324676
-0.74759391493325,-0.0857142857142857
-0.74759391493325,-0.0464285714285714
-0.74759391493325,0.121103896103896
-0.74759391493325,0.237012987012987
-0.747283452343993,-0.0405844155844156
-0.747283452343993,0.00357142857142856
-0.746972989754735,-0.202272727272727
-0.746662527165477,-0.299350649350649
-0.746662527165477,-0.0412337662337663
-0.746662527165477,0.0678571428571428
-0.746352064576218,-0.14025974025974
-0.745731139397703,0.411038961038961
-0.745420676808445,0.402272727272727
-0.745110214219187,-0.212987012987013
-0.745110214219187,0.0172077922077922
-0.745110214219187,0.0428571428571429
-0.744799751629929,-0.110064935064935
-0.744799751629929,0.364285714285714
-0.744489289040671,-0.261363636363636
-0.744178826451413,0.240909090909091
-0.743868363862155,-0.248051948051948
-0.743557901272897,-0.207467532467532
-0.743557901272897,-0.20487012987013
-0.742936976094381,0.00584415584415576
-0.742626513505123,-0.111688311688312
-0.742626513505123,0.0568181818181819
-0.742316050915865,-0.198701298701299
-0.742316050915865,-0.111363636363636
